Column1,program,NCS직무분류,apply_option,직무코드,업종분류,관련자격증,훈련기간,훈련시간,평균연령대,주관부처,훈련유형,주야구분/주말여부
6764,피복아크용접 실습(전기용접)모집마감,피복아크용접(16010501),피복아크용접,16010501,15,-,2024-01-13~2024-02-24(1회차),"5일,총39시간",47,성남고용센터,근로자직업능력개발훈련,주간/주말
6765,커피 바리스타 중급(1급) 실무 자격증모집중,커피관리(13010203),커피관리,13010203,10,커피바리스타1급,2024-02-13~2024-03-11(1회차),"16일,총64시간",-,서울서부고용센터,근로자직업능력개발훈련,주간/주중
6766,(수질환경관리) 환경기능사 취득과정모집중,수질환경관리(23010103),수질환경관리,23010103,19,환경기능사,2024-02-26~2024-05-29(1회차),"63일,총420시간",-,인천고용센터,국가기간전략산업직종훈련,주간/주중
6767,미용사(피부) 실기모집중,피부미용(12010102),피부미용,12010102,10,미용사(피부),2024-02-19~2024-05-07(1회차),"54일,총160시간",-,인천북부고용센터,근로자직업능력개발훈련,주간/주중
6768,요양보호사 자격취득과정모집마감,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-22~2024-03-20(1회차),"40일,총320시간",60,춘천고용,실업자계좌제,주간/주중
6769,(특수용접)특수용접현장실무자양성과정모집중,가스텅스텐아크용접(16010503),가스텅스텐아크용접,16010503,15,-,2024-02-27~2024-06-13(1회차),"72일,총575시간",28,안산고용센터,국가기간전략산업직종훈련,주간/주중
6770,미용사(메이크업) 자격증 취득모집중,메이크업(12010103),메이크업,12010103,10,미용사(메이크업),2024-02-19~2024-05-16(1회차),"60일,총240시간",-,인천북부고용센터,실업자계좌제,주간/주중
6771,간호조무사 자격 취득 과정모집중,감염관리(06020403),감염관리,6020403,5,간호조무사,2024-04-15~2025-03-07(1회차),"219일,총1520시간",-,고양고용센터,실업자계좌제,주간/주중
6772,요양보호사 자격취득과정(사회복지사 자격소지자)모집마감,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-16~2024-02-24(1회차),"12일,총50시간",51,춘천고용,근로자직업능력개발훈련,"야간/주말,주중혼합"
6773,타일기능사양성과정모집중,타일시공(14030204),타일시공,14030204,1,타일기능사,2024-08-23~2024-11-20(1회차),"60일,총300시간",-,천안고용센터,근로자직업능력개발훈련,-
6774,(디지털컨버전스)자바와 파이썬기반 데이터 융합 백엔드개발자 양성-A모집중,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2024-02-19~2024-08-30(1회차),"129일,총897시간",-,대전고용센터,국가기간전략산업직종훈련,주간/주중
6775,로더운전기능사(주말/실기)모집중,로더운전(14070105),로더운전,14070105,1,로더운전기능사,2024-02-17~2024-03-17(1회차),"10일,총60시간",-,청주고용센터,근로자직업능력개발훈련,주간/주말
6776,지게차 운전모집중,지게차운전(14070401),지게차운전,14070401,1,지게차운전기능사,2024-04-15~2024-06-11(1회차),"36일,총180시간",-,전주고용센터,실업자계좌제,주간/주중
6777,전산세무2급(이론+실무) 자격증 과정모집중,세무(02030202),세무,2030202,3,전산세무2급,2024-02-19~2024-04-04(1회차),"22일,총66시간",-,대전고용센터,근로자직업능력개발훈련,야간/주중
6778,"한글,엑셀 실무/총무업무모집중",총무(02020101),총무,2020101,3,"정보기술자격(ITQ)-한글엑셀A,정보기술자격(ITQ)-아래한글A",2024-02-05~2024-04-12(1회차),"43일,총80시간",58,익산고용센터,근로자직업능력개발훈련,주간/주중
6779,[오토캐드] ATC캐드마스터 1급 자격증 향상과정모집중,건축설계(14030101),건축설계,14030101,1,ATC캐드마스터1급,2024-02-27~2024-04-24(1회차),"40일,총80시간",-,원주고용센터,근로자직업능력개발훈련,-
6780,전기(피복아크) 용접 실무모집중,피복아크용접(16010501),피복아크용접,16010501,15,-,2024-02-24~2024-04-20(1회차),"8일,총60시간",-,안산고용센터,근로자직업능력개발훈련,주간/주말
6781,위험물 취급 정기모집마감,항공화물운송서비스(09040206),항공화물운송서비스,9040206,12,-,2024-01-10~2024-01-12(1회차),"3일,총24시간",42,서울남부지사,사업주지원금훈련,-
6782,요양보호사 자격 취득과정(신규자)모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-14~2024-04-17(1회차),"40일,총320시간",-,천안고용센터,실업자계좌제,주간/주중
6783,타일기능사취득 과정모집중,타일시공(14030204),타일시공,14030204,1,타일기능사,2024-02-26~2024-05-14(1회차),"44일,총132시간",-,제주,근로자직업능력개발훈련,야간/주중
6784,(디지털컨버전스)자바와 파이썬기반 데이터 융합 백엔드개발자 양성-B모집중,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2024-03-25~2024-10-08(1회차),"129일,총897시간",-,대전고용센터,국가기간전략산업직종훈련,주간/주중
6785,[자격증맛집]컴퓨터활용능력2급 실기 취득(엑셀활용)모집마감,사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력2급,2024-01-15~2024-02-05(1회차),"13일,총39시간",31,성남고용센터,근로자직업능력개발훈련,야간/주중
6786,컴퓨터활용 행정사무원 및 마케터 양성 과정모집중,사무행정(02020302),사무행정,2020302,3,정보기술자격(ITQ),2024-02-05~2024-03-29(1회차),"30일,총120시간",52,제주,실업자계좌제,주간/주중
6787,메이크업 자격증 취득과정모집중,메이크업(12010103),메이크업,12010103,10,미용사(메이크업),2024-02-19~2024-05-24(1회차),"65일,총260시간",-,서울남부고용센터,근로자직업능력개발훈련,주간/주중
6788,"플라워 디자인(꽃바구니, 꽃꽂이, 꽃다발)모집중",단위화훼장식(24010401),단위화훼장식,24010401,3,-,2024-02-01~2024-02-29(1회차),"8일,총24시간",-,서울서부고용센터,근로자직업능력개발훈련,주간/주중
6789,"컴활 OA종합 실무 컴퓨터활용능력1급 필기+실기(엑셀,엑세스)자격증취득모집중",사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력1급,2024-02-01~2024-03-27(1회차),"30일,총148시간",-,광주고용센터,근로자직업능력개발훈련,"[광주상무본점]상무역도보5분거리수강신청을눌러주시면친절한상담도와드리겠습니다.∎문서작업실무중심+자격증취득∎데이터베이스(엑셀),스프레드시트(엑세스)∎취업분야:기업체사무관리,인사/행정/총무사무관리등∎교재무료제공+훈련장려금지원∎체계적인취업지원☎문의062-710-2131"
6790,"인테리어디자인(캐드(CAD),스케치업(SKETCH UP)실내건축설계-혼합모집중",실내건축설계(14030104),실내건축설계,14030104,1,-,2024-02-27~2024-04-24(1회차),"35일,총280시간",-,광주고용센터,근로자직업능력개발훈련,주간/주중
6791,간호조무사자격 취득과정모집중,감염관리(06020403),감염관리,6020403,5,간호조무사,2024-04-08~2025-03-07(1회차),"217일,총1520시간",-,수원고용센터,실업자계좌제,주간/주중
6792,"ERP정보관리사(회계2급,인사2급)자격증 취득모집중",회계·감사(02030201),회계·감사,2030201,3,"ERP인사정보관리사2급,ERP회계정보관리사2급",2024-02-03~2024-03-17(1회차),"12일,총60시간",-,부산북부고용센터,근로자직업능력개발훈련,주간/주말
6793,산림공학 교육과정모집마감,산림개발(24030201),산림개발,24030201,3,산림공학기술자,2024-01-15~2024-01-26(1회차),"10일,총70시간",47,부산지역본부,사업주지원금훈련,.
6794,"전산회계1급,전산세무2급(FAT1급,TAT2급)(이론,실기)자격증취득 전산세무회계모집중",세무(02030202),세무,2030202,3,"전산회계1급,전산회계2급",2024-02-05~2024-04-03(1회차),"40일,총209시간",-,광주고용센터,근로자직업능력개발훈련,주간/주중
6795,전산회계1급 자격증취득과정모집마감,회계·감사(02030201),회계·감사,2030201,3,전산회계1급,2024-01-08~2024-02-02(1회차),"17일,총50시간",28,광주고용센터,근로자직업능력개발훈련,야간/주중
6796,영상 편집(3D제작) 블렌더(Blender 3D)모집중,디지털비지니스지원서비스(20020318),디지털비지니스지원서비스,20020318,18,-,2024-03-09~2024-03-30(1회차),"4일,총30시간",-,광주고용센터,근로자직업능력개발훈련,주간/주말
6797,오토캐드(AutoCAD)(CAT) 도면설계 실무모집마감,실내건축설계(14030104),실내건축설계,14030104,1,-,2024-01-08~2024-01-24(1회차),"7일,총20시간",31,광주고용센터,근로자직업능력개발훈련,야간/주중
6798,"웹퍼블리싱(자바스크립트,제이쿼리)모집중",응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2024-03-11~2024-03-29(1회차),"8일,총20시간",-,광주고용센터,근로자직업능력개발훈련,야간/주중
6799,오토캐드(AutoCAD)(CAT) 도면설계 기초모집중,실내건축설계(14030104),실내건축설계,14030104,1,-,2024-01-29~2024-02-26(1회차),"10일,총30시간",41,광주고용센터,근로자직업능력개발훈련,야간/주중
6800,미용사(피부) 국가자격증 취득과정모집중,피부미용(12010102),피부미용,12010102,10,미용사(피부),2024-03-12~2024-06-21(1회차),"55일,총220시간",-,수원고용센터,실업자계좌제,주간/주중
6801,도배기능사 자격취득과정모집중,수장시공(14030209),수장시공,14030209,1,도배기능사,2024-02-15~2024-03-21(1회차),"25일,총100시간",-,광주고용센터,실업자계좌제,주간/주중
6802,에펙(AFTER EFFECTS) 유튜브 영상편집모집중,광고콘텐츠제작(08030204),광고콘텐츠제작,8030204,2,-,2024-02-01~2024-02-29(1회차),"10일,총30시간",-,광주고용센터,근로자직업능력개발훈련,야간/주중
6803,요양보호사 자격 취득과정(주간)모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-19~2024-04-23(1회차),"45일,총320시간",-,안양고용센터,근로자직업능력개발훈련,주간/주중
6804,프리미어(PREMIERE) 유튜브 영상편집모집마감,광고콘텐츠제작(08030204),광고콘텐츠제작,8030204,2,-,2024-01-11~2024-01-30(1회차),"8일,총20시간",32,광주고용센터,근로자직업능력개발훈련,야간/주중
6805,전산세무1급(이론+실무) 자격증 과정모집중,세무(02030202),세무,2030202,3,전산세무1급,2024-02-19~2024-04-04(1회차),"24일,총72시간",-,대전고용센터,근로자직업능력개발훈련,야간/주중
6806,커피바리스타 입문(2급자격증과 홈카페)모집중,커피관리(13010203),커피관리,13010203,10,카페바리스타2급,2024-02-13~2024-03-07(1회차),"17일,총68시간",-,수원고용센터,실업자계좌제,주간/주중
6807,"웹퍼블리싱(HTML5,웹표준,CSS3)모집중",응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2024-04-01~2024-04-29(1회차),"10일,총30시간",-,광주고용센터,근로자직업능력개발훈련,야간/주중
6808,4대보험 정산 및 신고실무모집중,인사(02020201),인사,2020201,3,-,2024-02-21~2024-02-21(1회차),"1일,총7시간",-,서울강남지사,사업주지원금훈련,-
6809,3D형상모델링(인벤터(INVENTOR) 기계제도모집중,지식재산관리(05010201),지식재산관리,5010201,14,-,2024-02-17~2024-03-16(1회차),"5일,총30시간",-,광주고용센터,근로자직업능력개발훈련,주간/주말
6810,미용사(일반) 자격증 취득모집중,헤어미용(12010101),헤어미용,12010101,10,미용사(일반),2024-02-05~2024-06-03(1회차),"80일,총318시간",36,제주,실업자계좌제,"주간/주말,주중혼합"
6811,"알곤(TIG, 가스텅스텐아크) 용접 실무모집중",가스텅스텐아크용접(16010503),가스텅스텐아크용접,16010503,15,-,2024-02-24~2024-04-20(1회차),"8일,총60시간",-,안산고용센터,근로자직업능력개발훈련,주간/주말
6812,"전산세무(TAT)1급(법인조정,재무실무)이론,실기모집중",세무(02030202),세무,2030202,3,전산세무1급,2024-04-06~2024-05-25(1회차),"8일,총50시간",-,광주고용센터,근로자직업능력개발훈련,주간/주말
6813,"전산세무(TAT)2급 자격증 취득과정(이론,실기)모집중",세무(02030202),세무,2030202,3,전산세무2급,2024-02-05~2024-04-03(1회차),"20일,총50시간",-,광주고용센터,근로자직업능력개발훈련,야간/주중
6814,"전산회계(FAT)1급 자격증 취득과정(이론,실기)모집중",회계·감사(02030201),회계·감사,2030201,3,전산회계1급,2024-02-06~2024-03-22(1회차),"17일,총50시간",-,광주고용센터,근로자직업능력개발훈련,야간/주중
6815,전기기능사 자격증 필기모집마감,내선공사(19010701),내선공사,19010701,13,전기기능사,2024-01-27~2024-03-30(1회차),"8일,총60시간",47,안산고용센터,근로자직업능력개발훈련,주간/주말
6816,"전산회계(FAT)1급 자격증 취득과정(이론,실기) 원가회계 실무과정모집마감",회계·감사(02030201),회계·감사,2030201,3,-,2024-01-15~2024-02-02(1회차),"8일,총20시간",31,광주고용센터,근로자직업능력개발훈련,야간/주중
6817,"전산회계(FAT)1급 자격증 취득과정(이론,실기) 재무회계 실무과정모집중",회계·감사(02030201),회계·감사,2030201,3,-,2024-02-06~2024-03-05(1회차),"10일,총30시간",-,광주고용센터,근로자직업능력개발훈련,야간/주중
6818,양식조리기능사자격증반(필기+실기)모집중,양식조리(13010102),양식조리,13010102,10,양식조리기능사,2024-02-15~2024-04-10(1회차),"36일,총108시간",-,충주고용센터,실업자계좌제,"주간/주말,주중혼합"
6819,메이크업 자격증 취득과정(실기)모집중,메이크업(12010103),메이크업,12010103,10,미용사(메이크업),2024-02-15~2024-05-27(1회차),"57일,총172시간",-,서울남부고용센터,근로자직업능력개발훈련,야간/주중
6820,전산응용건축제도기능사 실기(캐드(CAD)활용)모집중,건축설계(14030101),건축설계,14030101,1,-,2024-02-17~2024-03-09(1회차),"4일,총24시간",-,광주고용센터,근로자직업능력개발훈련,주간/주말
6821,전기(산업)기사 취득(실기)과정모집마감,내선공사(19010701),내선공사,19010701,13,"전기기사,전기산업기사",2024-01-02~2024-02-29(1회차),"21일,총62시간",31,전주고용센터,근로자직업능력개발훈련,야간/주중
6822,"[자격증맛집]컴퓨터활용능력1급 실기(엑셀,엑세스)모집마감",사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력1급,2024-01-04~2024-02-06(1회차),"13일,총39시간",26,성남고용센터,근로자직업능력개발훈련,야간/주중
6823,전산세무2급(TAT2)+회계1급(FAT1) 자격증 취득모집중,세무(02030202),세무,2030202,3,"전산세무2급,전산회계1급",2024-02-16~2024-05-02(1회차),"53일,총210시간",31,서울남부고용센터,실업자계좌제,주간/주중
6824,3D스케치업(SKETCH UP) 모델링&V-Ray모집중,실내건축설계(14030104),실내건축설계,14030104,1,-,2024-01-30~2024-02-27(1회차),"10일,총30시간",36,광주고용센터,근로자직업능력개발훈련,야간/주중
6825,요양보호사자격증취득과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-05~2024-04-02(1회차),"40일,총320시간",-,의정부고용센터,실업자계좌제,주간/주중
6826,오토캐드(AutoCAD)(CAT) 도면설계 실무모집마감,실내건축설계(14030104),실내건축설계,14030104,1,-,2024-01-22~2024-02-07(1회차),"7일,총20시간",33,광주고용센터,근로자직업능력개발훈련,야간/주중
6827,오토캐드(AutoCAD)(CAT) 도면설계 기초모집마감,실내건축설계(14030104),실내건축설계,14030104,1,-,2024-01-12~2024-02-08(1회차),"10일,총30시간",31,광주고용센터,근로자직업능력개발훈련,야간/주중
6828,에펙(AFTER EFFECTS) 유튜브 영상편집모집마감,광고콘텐츠제작(08030204),광고콘텐츠제작,8030204,2,-,2024-01-23~2024-02-20(1회차),"10일,총30시간",29,광주고용센터,근로자직업능력개발훈련,야간/주중
6829,전기기능사 자격증 실기모집마감,내선공사(19010701),내선공사,19010701,13,전기기능사,2024-01-06~2024-03-16(1회차),"9일,총70시간",43,안산고용센터,근로자직업능력개발훈련,주간/주말
6830,프리미어(PREMIERE) 유튜브 영상편집모집중,광고콘텐츠제작(08030204),광고콘텐츠제작,8030204,2,-,2024-02-22~2024-03-12(1회차),"8일,총20시간",-,광주고용센터,근로자직업능력개발훈련,야간/주중
6831,이산화탄소 아크용접(co2용접)실무모집중,CO₂용접(16010502),CO₂용접,16010502,15,-,2024-02-27~2024-05-24(1회차),"60일,총180시간",-,광주고용센터,근로자직업능력개발훈련,야간/주중
6832,디지털 포토샵(PHOTOSHOP) 실무 그래픽디자인모집중,편집디자인(22010102),편집디자인,22010102,16,-,2024-02-05~2024-02-28(1회차),"8일,총20시간",-,광주고용센터,근로자직업능력개발훈련,야간/주중
6833,디지털 포토샵(PHOTOSHOP) 기초 그래픽디자인모집중,편집(22010103),편집,22010103,16,-,2024-01-08~2024-02-02(1회차),"10일,총30시간",-,광주고용센터,근로자직업능력개발훈련,야간/주중
6834,디지털 일러스트레이터(ILLUSTRATOR) 실무 그래픽디자인모집마감,편집(22010103),편집,22010103,16,-,2024-01-09~2024-01-26(1회차),"8일,총20시간",40,광주고용센터,근로자직업능력개발훈련,야간/주중
6835,디지털 포토샵(PHOTOSHOP) 그래픽디자인모집마감,편집(22010103),편집,22010103,16,-,2024-01-22~2024-02-19(1회차),"10일,총30시간",36,광주고용센터,근로자직업능력개발훈련,주간/주중
6836,디지털 일러스트레이터(ILLUSTRATOR) 기초 그래픽디자인모집중,편집디자인(22010102),편집디자인,22010102,16,-,2024-02-13~2024-03-08(1회차),"10일,총30시간",-,광주고용센터,근로자직업능력개발훈련,야간/주중
6837,디지털 일러스트레이터(ILLUSTRATOR) 그래픽디자인모집마감,편집디자인(22010102),편집디자인,22010102,16,-,2024-01-19~2024-02-16(1회차),"10일,총30시간",34,광주고용센터,근로자직업능력개발훈련,야간/주중
6838,컴활 엑세스(ACCESS) 컴퓨터활용능력 OA실무모집중,사무행정(02020302),사무행정,2020302,3,-,2024-02-08~2024-02-29(1회차),"8일,총20시간",-,광주고용센터,근로자직업능력개발훈련,야간/주중
6839,"(자격증) 컴퓨터그래픽스운용사(포토샵, 일러스트) 실기모집중",시각디자인(08020101),시각디자인,8020101,2,컴퓨터그래픽스운용기능사,2024-02-06~2024-04-04(1회차),"20일,총60시간",-,안산고용센터,근로자직업능력개발훈련,주간/주중
6840,네일기본관리과정모집중,네일미용(12010104),네일미용,12010104,10,-,2024-02-03~2024-03-23(1회차),"7일,총36시간",-,익산고용센터,근로자직업능력개발훈련,주간/주말
6841,컴활 엑셀(EXCEL) 컴퓨터활용능력 OA실무모집마감,사무행정(02020302),사무행정,2020302,3,-,2024-01-15~2024-02-07(1회차),"10일,총30시간",38,광주고용센터,근로자직업능력개발훈련,야간/주중
6842,컴활 엑세스(ACCESS) 컴퓨터활용능력 OA실무모집중,사무행정(02020302),사무행정,2020302,3,-,2024-02-19~2024-03-11(1회차),"7일,총20시간",-,광주고용센터,근로자직업능력개발훈련,야간/주중
6843,"[나 혼자 뚝딱] 영상편집(유튜브편집,프리미어)모집마감",광고콘텐츠제작(08030204),광고콘텐츠제작,8030204,2,-,2024-01-10~2024-02-16(1회차),"13일,총39시간",41,성남고용센터,근로자직업능력개발훈련,야간/주중
6844,"컴퓨터기초 한글, 파워포인트(PPT) OA실무모집마감",사무행정(02020302),사무행정,2020302,3,-,2024-01-11~2024-02-06(1회차),"10일,총30시간",50,광주고용센터,근로자직업능력개발훈련,야간/주중
6845,컴활 엑셀(EXCEL) 컴퓨터활용능력 OA실무모집마감,사무행정(02020302),사무행정,2020302,3,-,2024-01-19~2024-02-16(1회차),"10일,총30시간",30,광주고용센터,근로자직업능력개발훈련,야간/주중
6846,"컴활 OA종합 실무 컴퓨터활용능력1급 필기+실기(엑셀,엑세스)자격증취득모집중",사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력1급,2024-02-29~2024-04-23(1회차),"37일,총148시간",-,광주고용센터,실업자계좌제,주간/주중
6847,네일아트&드릴 실무과정모집마감,네일미용(12010104),네일미용,12010104,10,-,2024-01-17~2024-03-21(1회차),"29일,총85시간",39,김해고용,근로자직업능력개발훈련,야간/주중
6848,"컴활 OA종합 실무 컴퓨터활용능력1급 필기+실기(엑셀,엑세스)자격증취득모집중",사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력1급,2024-02-01~2024-03-27(1회차),"37일,총148시간",-,광주고용센터,실업자계좌제,주간/주중
6849,"모션그래픽 유튜브영상편집(프리미어,에펙,포토샵,일러스트)편집디자인-혼합모집중",편집디자인(22010102),편집디자인,22010102,16,-,2024-03-11~2024-05-03(1회차),"40일,총320시간",-,광주고용센터,실업자계좌제,주간/주중
6850,"전산회계1급,전산세무2급(FAT1급,TAT2급)(이론,실기)자격증취득 전산세무회계모집중",세무(02030202),세무,2030202,3,"전산회계1급,전산회계2급",2024-02-05~2024-04-03(1회차),"40일,총209시간",-,광주고용센터,실업자계좌제,주간/주중
6851,정보기술자격 자격취득반(ITQ)모집중,사무행정(02020302),사무행정,2020302,3,itq정보기술인증,2024-02-05~2024-03-22(1회차),"30일,총90시간",-,포항고용센터,근로자직업능력개발훈련,주간/주중
6852,"전산응용기계제도기능사 실기(캐드(CAD),인벤터(INVENTOR)기계설계-혼합모집중",기계요소설계(15010201),기계요소설계,15010201,12,-,2024-02-01~2024-03-18(1회차),"30일,총240시간",-,광주고용센터,실업자계좌제,주간/주중
6853,컴퓨터그래픽스운용기능사 실기 향상과정모집중,시각디자인(08020101),시각디자인,8020101,2,"그래픽기술자격(GTQ)-1급,컴퓨터그래픽스운용기능사",2024-01-29~2024-04-12(1회차),"50일,총100시간",39,원주고용센터,근로자직업능력개발훈련,야간/주중
6854,"웹퍼블리셔(일러스트,포토샵,HTML5,웹표준,JQuery)(UI/UX)프론트엔드-혼합모집중",UI/UX엔지니어링(20010207),UI/UX엔지니어링,20010207,18,-,2024-03-11~2024-05-01(1회차),"38일,총300시간",-,광주고용센터,실업자계좌제,주간/주중
6855,한식조리기능사 자격취득 과정(실기)모집마감,한식조리(13010101),한식조리,13010101,10,한식조리기능사,2024-01-17~2024-03-05(1회차),"27일,총81시간",35,김해고용,근로자직업능력개발훈련,야간/주중
6856,"인테리어디자인(캐드(CAD),스케치업(SKETCH UP)실내건축설계-혼합모집중",실내건축설계(14030104),실내건축설계,14030104,1,-,2024-03-06~2024-04-25(1회차),"36일,총280시간",-,광주고용센터,실업자계좌제,주간/주중
6857,"모션그래픽 유튜브영상편집(프리미어,에펙,포토샵,일러스트)광고콘텐츠-혼합모집중",광고콘텐츠제작(08030204),광고콘텐츠제작,8030204,2,-,2024-05-20~2024-07-11(1회차),"38일,총300시간",-,광주고용센터,실업자계좌제,주간/주중
6858,[과정평가형]UI/UX 디자인 반응형 웹 양성과정 (웹디자인기능사) A모집중,디지털디자인(08020104),디지털디자인,8020104,2,웹디자인기능사,2024-02-27~2024-07-08(1회차),"90일,총720시간",-,서울강남고용센터,국가기간전략산업직종훈련,주간/주중
6859,"전기(산업)기사 취득(필기B)(전력공학,전기기기,전기설비기술기준)모집중",내선공사(19010701),내선공사,19010701,13,"전기기사,전기산업기사",2024-03-18~2024-06-14(1회차),"31일,총93시간",-,전주고용센터,근로자직업능력개발훈련,야간/주중
6860,ITQ 엑셀모집중,사무행정(02020302),사무행정,2020302,3,ITQ엑셀,2024-02-01~2024-02-16(1회차),"10일,총39시간",44,구미고용센터,근로자직업능력개발훈련,주간/주중
6861,사무행정실무(한글)모집중,사무행정(02020302),사무행정,2020302,3,-,2024-02-19~2024-03-19(1회차),"10일,총30시간",-,강릉고용,근로자직업능력개발훈련,주간/주중
6862,사무행정실무(엑셀)모집중,사무행정(02020302),사무행정,2020302,3,-,2024-02-21~2024-03-21(1회차),"10일,총30시간",-,강릉고용,근로자직업능력개발훈련,주간/주중
6863,간호조무사 자격 취득과정모집중,감염관리(06020403),감염관리,6020403,5,간호조무사,2024-02-21~2025-02-21(1회차),"236일,총1520시간",-,구미고용센터,실업자계좌제,주간/주중
6864,전산세무2급(이론+실무)과정모집마감,세무(02030202),세무,2030202,3,전산세무2급,2024-01-02~2024-02-02(1회차),"20일,총60시간",26,대전고용센터,근로자직업능력개발훈련,야간/주중
6865,ITQ한글/ITQ엑셀 자격증모집마감,사무행정(02020302),사무행정,2020302,3,"정보기술자격(ITQ)-한글엑셀A,정보기술자격(ITQ)-아래한글A",2024-01-08~2024-02-08(1회차),"20일,총60시간",36,강릉고용,근로자직업능력개발훈련,주간/주중
6866,지게차운전기능사 취득(실기) B모집중,지게차운전(14070401),지게차운전,14070401,1,지게차운전기능사,2024-02-03~2024-04-06(1회차),"17일,총51시간",-,포항고용센터,근로자직업능력개발훈련,주간/주말
6867,"[BIM]실내건축설계&디자인(캐드,스케치업,레빗,인테리어 포폴) 취업과정 A모집중",건축설계(14030101),건축설계,14030101,1,-,2024-02-20~2024-07-15(1회차),"100일,총800시간",21,성남고용센터,국가기간전략산업직종훈련,주간/주중
6868,컴퓨터활용능력2급자격증 (필기실기)모집마감,사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력2급,2024-01-09~2024-02-06(1회차),"20일,총100시간",33,광주고용센터,실업자계좌제,주간/주중
6869,요양보호사 자격 취득과정(표준)모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-14~2024-04-10(1회차),"40일,총320시간",-,의정부고용센터,근로자직업능력개발훈련,"★갈매역1번출구도보2분☆갈매역모다아울렛옆건물송원빌딩★본건물주차가능☆통학셔틀제공(일부지역)★시험장무료셔틀제공(경기성남시험장)☆점심밥제공(교육원내취식가능시설보유)★컴퓨터시험(cbt)완벽대비★최고의강사진☆최고의시설보유"
6870,"(빅데이터)풀스택(프론트엔드&백엔드) 스마트웹개발자(자바,파이썬(Python) 양성과정-혼합모집중",빅데이터플랫폼구축(20010209),빅데이터플랫폼구축,20010209,18,-,2024-03-13~2024-09-05(1회차),"118일,총900시간",-,광주고용센터,국가기간전략산업직종훈련,주간/주중
6871,"ITQ한글,엑셀,파워포인트자격증+실무활용모집중",사무행정(02020302),사무행정,2020302,3,"정보기술자격(ITQ)-한글엑셀A,정보기술자격(ITQ)-아래한글A",2024-01-18~2024-03-18(1회차),"40일,총120시간",48,광주고용센터,실업자계좌제,주간/주중
6872,천연발효 유럽빵 실무모집중,제빵(21020102),제빵,21020102,10,-,2024-01-03~2024-01-29(1회차),"12일,총36시간",-,서울고용,근로자직업능력개발훈련,야간/주중
6873,지게차운전기능사 실기 취득 종일반모집마감,지게차운전(14070401),지게차운전,14070401,1,지게차운전기능사,2024-01-03~2024-01-30(1회차),"20일,총140시간",39,부산동부고용,실업자계좌제,주간/주중
6874,전기기능사(필기+실기) 종합반모집중,내선공사(19010701),내선공사,19010701,13,전기기능사,2024-01-26~2024-04-09(1회차),"50일,총200시간",-,성남고용센터,실업자계좌제,주간/주중
6875,인테리어필름 시공자양성(주말)모집중,수장시공(14030209),수장시공,14030209,1,-,2024-02-03~2024-03-10(1회차),"10일,총80시간",46,수원고용센터,근로자직업능력개발훈련,주간/주말
6876,네일실무아트모집중,네일미용(12010104),네일미용,12010104,10,-,2024-04-17~2024-05-27(1회차),"26일,총104시간",-,진주고용센터,실업자계좌제,주간/주중
6877,한식조리기능사자격증취득(실기)모집마감,한식조리(13010101),한식조리,13010101,10,한식조리기능사,2024-01-16~2024-03-21(1회차),"20일,총65시간",-,안양고용센터,근로자직업능력개발훈련,"한식조리기능사(실기)1회차1/16(화)~3/21(목)화,목/주2회오후6시40분~9시55분(6시50분까지입실,9시45분부터퇴실가능)"
6878,데이터 시각화(대시보드 제작) 엑셀 실무 초급(with ChatGPT)모집중,사무행정(02020302),사무행정,2020302,3,-,2024-02-01~2024-02-15(1회차),"8일,총24시간",-,서울서부고용센터,근로자직업능력개발훈련,야간/주중
6879,"요양보호사 취득과정(간호조무사,물리치료사,작업치료사 자격 소지자)모집중",요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-30~2024-03-22(1회차),"15일,총50시간",51,서울동부고용센터,근로자직업능력개발훈련,야간/주중
6880,양식조리기능사자격증취득(실기)모집마감,양식조리(13010102),양식조리,13010102,10,양식조리기능사,2024-01-17~2024-02-22(1회차),"18일,총58시간",31,안양고용센터,실업자계좌제,주간/주중
6881,[나 혼자 뚝딱]초보자도 가능한 영상편집(프리미어)모집중,광고콘텐츠제작(08030204),광고콘텐츠제작,8030204,2,-,2024-02-14~2024-02-28(1회차),"11일,총39시간",-,성남고용센터,근로자직업능력개발훈련,주간/주중
